loc_rowid,kepid,kepoi_name,kepler_name,Exo status,Orbital period,impact parameter,transit duration,radii(planet),orbit semi major,temperature,star temp,star radii,star mass
4584,12109845,K03765.01,,FALSE POSITIVE,0.865959015,3.068,1.9058,144.5,0.014,1162,4561,0.469,0.492
4585,8323764,K03767.01,,FALSE POSITIVE,6.714247798,0.557,3.3304,14.78,0.0634,809,5159,0.8,0.752
4586,5360082,K03768.01,,FALSE POSITIVE,11.35501209,0.473,14.557,8,0.0815,534,4594,0.567,0.56
4587,6543683,K03769.01,,FALSE POSITIVE,1.195515251,1.281,5.0834,49.33,0.0214,1959,6040,1.155,0.909
4588,5008245,K03770.01,,CANDIDATE,2.60720833,0.644,2.6452,7.31,0.04,1561,6366,1.236,1.257
4589,10555365,K03771.01,,CANDIDATE,5.80184753,0.478,3.9551,14,0.0593,989,5687,0.921,0.826
4590,5481426,K03772.01,,FALSE POSITIVE,2.38404983,0.611,3.2849,66.14,0.035,1363,5780,1,1
4591,10268903,K03773.01,,FALSE POSITIVE,1.103978,,0.74,,,,,,
4592,7220320,K03775.01,,FALSE POSITIVE,0.752158047,1.157,2.42733,106.66,0.0175,2869,5770,2.221,1.255
4593,9291378,K03776.01,,FALSE POSITIVE,3.796488133,1.306,11.0659,40.83,0.049,1233,6137,1.018,1.086
4594,4075067,K03777.01,,FALSE POSITIVE,17.7476059,1.25,5.066,146.63,0.1904,1998,8992,4.832,2.922
4595,12405950,K03778.01,,FALSE POSITIVE,3.539631353,1.091,1.5372,39.34,0.0514,2214,7021,2.629,1.447
4596,5206233,K03779.01,,FALSE POSITIVE,6.195861785,3.38,2.6078,215.89,0.0638,883,5608,0.813,0.909
4597,6775985,K03780.01,,FALSE POSITIVE,27.961084,1.02,3.8741,21.5,0.1916,796,6770,1.361,1.204
4598,3324644,K03781.01,,FALSE POSITIVE,2.882424694,1.051,25.91,399.44,0.0409,2912,4705,8.058,1.101
4599,11357192,K03782.01,,FALSE POSITIVE,186.5168116,0.972,3.1968,37.5,0.7185,452,5018,2.99,1.421
4600,9533489,K03783.01,,CANDIDATE,197.1455327,1.251,2.1145,72.16,0.7904,498,7214,1.935,1.69
4601,5688997,K03784.01,,FALSE POSITIVE,23.8706941,1.293,3.4812,49.6,0.1628,711,6022,1.166,1.007
4602,4073730,K03785.01,,FALSE POSITIVE,6.2820426,0.989,7.941,23.76,0.0797,2021,6635,3.798,1.705
4603,2854948,K03786.01,,FALSE POSITIVE,0.97430309,1.169,2.1088,37.62,0.0183,1643,5688,0.786,0.87
4604,7813039,K03787.01,,FALSE POSITIVE,141.7340306,0.912,1.5851,10.3,0.5185,329,5606,0.918,0.924
4605,9405541,K03788.01,,FALSE POSITIVE,5.55260695,1.174,4.1178,2674.69,0.0601,6436,3306,116.965,0.935
4606,8906045,K03789.01,,FALSE POSITIVE,2.347479696,1.051,26.25,60.5,0.034,1502,5891,1.138,0.953
4607,7296094,K03790.01,,FALSE POSITIVE,0.890745373,0.599,1.9215,36.92,0.0182,1892,5780,1,1
4608,5437945,K03791.01,Kepler-460 b,CONFIRMED,440.7843755,0.424,21.693,7.23,1.1455,308,6340,1.393,1.031
4609,5437945,K03791.02,Kepler-460 c,CONFIRMED,220.142913,0.023,19.528,5.94,0.7211,389,6340,1.393,1.031
4610,12009347,K03792.01,,FALSE POSITIVE,2.723858181,0.913,1.4313,7.13,0.0344,900,4416,0.733,0.728
4611,4037163,K03793.01,,FALSE POSITIVE,0.635441862,0.872,1.9827,56.3,0.0145,2118,5780,1,1
4612,12557548,K03794.01,Kepler-1520 b,CONFIRMED,0.65355361,1.226,1.63,22.95,0.0129,1437,4550,0.66,0.666
4613,3338660,K03795.01,,FALSE POSITIVE,1.873380717,0.27,10.1083,89.79,0.0294,1669,5992,1.171,0.96
4614,3338674,K03796.01,,FALSE POSITIVE,1.87337894,0.883,9.1328,51.11,0.0292,2925,4740,5.721,0.949
4615,5546277,K03797.01,,FALSE POSITIVE,7.50023955,1.194,2.916,21.06,0.0754,901,5849,0.919,1.014
4616,5475736,K03798.01,,FALSE POSITIVE,2.991885335,0.95,7.4319,3.94,0.0369,1209,5750,0.839,0.747
4617,9049673,K03799.01,,FALSE POSITIVE,1.327471395,0.897,5.2334,7.08,0.0213,1395,5232,0.777,0.727
4618,9593759,K03800.01,,FALSE POSITIVE,1.247156944,25.224,2.6779,26042.9,0.0252,4120,4770,9.67,1.373
4619,8827930,K03801.01,,CANDIDATE,288.3128666,0.525,5.419,13.21,0.846,300,5672,1.22,0.969
4620,5020044,K03802.01,,FALSE POSITIVE,2.119100054,1.247,8.2163,34.34,0.0337,1571,6292,1.078,1.129
4621,6286155,K03803.01,,FALSE POSITIVE,14.5417471,1.214,5.6067,163.25,0.1308,1494,5032,5.922,1.41
4622,7831363,K03804.01,,FALSE POSITIVE,2.81753381,1.373,2.1551,52.91,0.0381,1494,6313,1.098,0.929
4623,4663185,K03805.01,,FALSE POSITIVE,56.6993107,1.264,7.0706,539.16,0.3702,1261,4727,13.547,2.1
4624,5305471,K03806.01,,FALSE POSITIVE,161.252247,0.892,23.467,4.49,0.5299,303,5555,0.811,0.762
4625,10581918,K03807.01,,FALSE POSITIVE,1.801863222,0.681,7.2492,145.36,0.0342,2721,7479,2.324,1.634
4626,3851949,K03808.01,,FALSE POSITIVE,54.77145968,0.637,37.1871,34.32,0.3299,777,5145,3.866,1.594
4627,9097892,K03809.01,,FALSE POSITIVE,1.674690886,1.212,2.0179,29.78,0.028,1813,6397,1.157,1.042
4628,5769943,K03810.01,,FALSE POSITIVE,1.013774136,1.161,1.2774,18.59,0.0147,827,3644,0.389,0.412
4629,4638237,K03811.01,,CANDIDATE,290.1401717,0.935,2.1583,11.58,0.8431,304,5631,1.263,0.947
4630,6148271,K03812.01,,FALSE POSITIVE,1.78526527,1.262,6.2233,41.19,0.0307,1815,6505,1.228,1.211
4631,5386904,K03813.01,,CANDIDATE,4.8591441,0.932,3.8588,6.9,0.06,1303,6586,1.207,1.226
4632,2997178,K03814.01,,FALSE POSITIVE,5.95077813,0.881,5.6,32.26,0.0897,2366,5122,9.828,2.707
4633,6507433,K03815.01,,CANDIDATE,4.7425521,0.851,1.11,7.27,0.0579,1159,6161,1.053,1.15
4634,7877818,K03816.01,,FALSE POSITIVE,9.44942628,1.217,6.3064,75.22,0.0947,1192,5092,2.664,1.265
4635,5636642,K03817.01,,FALSE POSITIVE,0.933489066,1.243,1.41864,48.01,0.0178,1979,5758,1.084,0.869
4636,6515722,K03818.01,,FALSE POSITIVE,1.908525084,0.015,4.169,3.74,0.0397,3191,9174,2.471,2.294
4637,5560831,K03819.01,,FALSE POSITIVE,0.867721348,0.987,4.8783,67,0.0173,2089,5510,1.276,0.911
4638,5305404,K03820.01,,FALSE POSITIVE,161.252567,0.869,23.626,5.04,0.56,318,5985,0.811,0.91
4639,5956776,K03821.01,,FALSE POSITIVE,0.569115097,0.444,3.5028,156.15,0.0152,3357,7174,1.705,1.43
4640,8883727,K03822.01,,FALSE POSITIVE,2.529073751,1.263,1.8827,25.8,0.0344,1137,5465,0.766,0.857
4641,4820550,K03823.01,,CANDIDATE,202.1168173,0.906,4.683,5.8,0.6666,286,5536,0.917,0.964
4642,6516874,K03824.01,,FALSE POSITIVE,0.916326699,0.988,3.1427,50.7,0.0188,1917,6046,0.972,1.053
4643,5467113,K03825.01,,FALSE POSITIVE,2.845746618,0.126,13.0719,135.99,0.0396,1667,5641,1.776,1.021
4644,8240123,K03826.01,,FALSE POSITIVE,2.30120705,1.262,25.08,28.64,0.0335,1254,5641,0.85,0.944
4645,10031907,K03828.01,,FALSE POSITIVE,8.58965725,1.249,8.9793,27.86,0.0822,828,5697,0.892,1.004
4646,4474637,K03829.01,,FALSE POSITIVE,3.886730304,0,16.1723,61.58,0.0485,1158,5780,1,1
4647,10676927,K03830.01,,FALSE POSITIVE,1.031100362,0.293,2.9759,27.35,0.0187,1584,5666,0.752,0.841
4648,5649836,K03831.01,,FALSE POSITIVE,0.597933142,0.634,3.47133,63.46,0.0139,2161,5780,1,1
4649,7620660,K03832.01,,FALSE POSITIVE,5.36652724,0.985,8.367,7.97,0.0588,982,5858,0.849,0.94
4650,8435232,K03833.01,,FALSE POSITIVE,49.5740154,0.472,63.196,5.01,0.2131,280,4040,0.527,0.525
4651,3836399,K03834.01,,FALSE POSITIVE,1.540392098,1.184,3.7271,17.63,0.0232,1210,4911,0.724,0.7
4652,2581554,K03835.01,Kepler-1521 b,CONFIRMED,47.1484324,0.668,3.1347,2.58,0.2317,391,4975,0.734,0.746
4653,7612691,K03836.01,,FALSE POSITIVE,3.46724809,0.953,11.01,2.52,0.0369,841,4969,0.543,0.556
4654,9761573,K03837.01,,FALSE POSITIVE,7.4413445,1.286,2.8754,43.5,0.0763,1136,6540,1.183,1.066
4655,8042789,K03838.01,,FALSE POSITIVE,4.618309224,1.247,3.6752,25.43,0.0525,947,5452,0.815,0.91
4656,10095484,K03839.01,,FALSE POSITIVE,0.677761275,1.205,3.7085,22.15,0.0148,1906,5699,0.853,0.95
4657,5467102,K03840.01,,FALSE POSITIVE,2.845739012,1.213,11.9327,44.7,0.0399,1294,5982,0.96,1.047
4658,8651551,K03841.01,,FALSE POSITIVE,1.527491117,1.164,7.9136,27.85,0.0217,988,4273,0.595,0.581
4659,9532637,K03842.01,,FALSE POSITIVE,0.61496383,0.506,1.93053,44.79,0.0123,1460,4509,0.663,0.656
4660,5305451,K03843.01,,FALSE POSITIVE,161.253747,0.912,25.322,4.98,0.5559,295,5570,0.803,0.88
4661,7174349,K03844.01,,FALSE POSITIVE,2.974163938,0.736,1.7423,34.74,0.0406,1266,5780,1,1
4662,11824218,K03845.01,,FALSE POSITIVE,15.84131693,1.247,1.8156,670.04,0.1883,2252,4993,19.695,3.546
4663,7983756,K03846.01,,FALSE POSITIVE,5.24078259,1.223,5.238,24.73,0.0586,1080,6192,0.917,0.976
4664,7289165,K03847.01,,FALSE POSITIVE,5.26641416,0.774,2.4404,2.62,0.062,1421,6338,1.602,1.142
4665,12784167,K03848.01,Kepler-1522 b,CONFIRMED,1.847892736,0.036,1.8904,1.51,0.0288,1374,5763,0.842,0.937
4666,8949316,K03849.01,,CANDIDATE,0.604358764,1.197,1.0423,23.28,0.0106,997,3569,0.427,0.439
4667,8912730,K03850.01,,FALSE POSITIVE,11.3775281,1.415,12.918,82.26,0.1124,1177,6943,1.66,1.459
4668,9784230,K03851.01,,FALSE POSITIVE,0.7981968,0.67,2.22035,62.38,0.0169,1963,5780,1,1
4669,4949524,K03852.01,,FALSE POSITIVE,1.233076007,1.312,12.506,31.39,0.0218,1513,5602,0.817,0.913
4670,2697935,K03853.01,,FALSE POSITIVE,21.5135234,2.441,77.983,534.47,0.165,1006,5088,3.318,1.294
4671,3550434,K03854.01,,FALSE POSITIVE,1.1910489,1.257,1.3738,22.76,0.0192,1348,5089,0.693,0.666
4672,2558370,K03855.01,,FALSE POSITIVE,0.546248198,0.946,2.1081,54.23,0.0131,2227,5780,1,1
4673,5397166,K03856.01,,CANDIDATE,1.811966339,1.24,3.792,95.19,0.0343,2573,5904,3.348,1.635
4674,11825057,K03857.01,,FALSE POSITIVE,0.532087933,0.279,3.45028,74.83,0.0129,2247,5780,1,1
4675,12306699,K03858.01,,FALSE POSITIVE,3.204222652,1.258,2.7952,23.55,0.0397,979,5139,0.741,0.825
4676,9692336,K03859.01,,FALSE POSITIVE,0.687898282,0.337,3.96401,55.58,0.0153,2062,5780,1,1
4677,9641008,K03860.01,,FALSE POSITIVE,2.178154774,1.223,3.5302,19.46,0.0303,1180,5515,0.712,0.785
4678,8588377,K03861.01,,FALSE POSITIVE,0.99466172,1.244,1.576,31.84,0.0182,1898,5750,1.021,0.816
4679,3644601,K03862.01,,FALSE POSITIVE,359.00688,1.263,32.16,28.57,0.9456,237,5715,0.834,0.873
4680,3644601,K03862.02,,FALSE POSITIVE,119.686505,1.221,29.33,23,0.4546,341,5715,0.834,0.873
4681,8459354,K03863.01,,FALSE POSITIVE,53.556625,0.879,16.18,26.31,0.3551,1076,7643,3.618,2.082
4682,4164922,K03864.01,Kepler-1698 b,CONFIRMED,1.210693626,0.597,1.434,0.99,0.0203,1351,5014,0.756,0.756
4683,4164922,K03864.02,,CANDIDATE,18.2572722,0.412,3.434,0.94,0.1236,547,5014,0.756,0.756
4684,5535890,K03865.01,,FALSE POSITIVE,3.255189932,0.447,2.7117,1.39,0.0427,1390,5807,1.256,0.977
4685,5215980,K03866.01,,FALSE POSITIVE,2.531140101,1.249,20.399,32.12,0.0342,1100,5325,0.75,0.84
4686,9353742,K03867.01,Kepler-1523 b,CONFIRMED,0.938750221,0.013,1.3568,1.46,0.0185,1676,5497,0.886,0.964
4687,9178185,K03868.01,,FALSE POSITIVE,2.992704682,0.647,1.2585,7.86,0.0491,2328,5908,3.915,1.755
4688,6290382,K03869.01,,FALSE POSITIVE,6.12810722,1.159,2.824,39.52,0.0744,1513,7245,1.667,1.46
4689,8258160,K03870.01,,FALSE POSITIVE,23.6270348,1.096,11.481,21.71,0.1499,560,5305,0.857,0.805
4690,9752982,K03871.01,,FALSE POSITIVE,0.716709897,1.182,0.7466,66.73,0.0146,3124,5173,2.742,0.811
4691,4666008,K03872.01,,FALSE POSITIVE,2.248063246,1.225,5.1297,30.38,0.0353,1566,6325,1.112,1.157
4692,8430105,K03873.01,,FALSE POSITIVE,63.3278636,0.003,47.0744,54.17,0.3047,896,4919,5.198,0.938
4693,11560037,K03874.01,,FALSE POSITIVE,1.466535757,0.824,0.8222,4.28,0.0246,1671,5888,1.02,0.924
4694,11911561,K03875.01,,CANDIDATE,8.870415578,1.206,1.2864,39.46,0.0807,1151,6022,1.514,0.888
4695,3440118,K03876.01,Kepler-1928 b,CONFIRMED,19.57783279,0.694,1.9857,1.96,0.1409,621,5620,0.884,0.971
4696,9159265,K03877.01,,FALSE POSITIVE,3.04476607,1.159,9.568,15.7,0.0398,1126,5627,0.818,0.91
4697,4472818,K03878.01,Kepler-1524 b,CONFIRMED,70.9672087,0.545,6.9623,2.84,0.3392,438,5818,0.986,1.032
4698,4472818,K03878.02,,CANDIDATE,15.3573445,0.966,1.634,1.42,0.1223,729,5818,0.986,1.032
4699,5560830,K03879.01,,FALSE POSITIVE,0.867719291,1.27,6.323,37.79,0.0179,2106,6220,1.056,1.013
4700,4147444,K03880.01,,FALSE POSITIVE,1.803697292,0.405,1.5922,1,0.0296,1783,6438,1.166,1.054
4701,9592850,K03883.01,,FALSE POSITIVE,1.219324537,0.489,4.7501,60.62,0.0211,1569,5455,0.897,0.844
4702,4579313,K03884.01,,FALSE POSITIVE,2.112405306,1.207,2.5845,19.01,0.0303,1225,5562,0.756,0.845
4703,11614528,K03885.01,,FALSE POSITIVE,1.870990236,1.193,1.8432,26.1,0.031,1668,6384,1.086,1.129
4704,8848288,K03886.01,,FALSE POSITIVE,5.56648691,0.935,10.931,43.67,0.0795,2618,4694,12.701,2.156
4705,5308419,K03887.01,,FALSE POSITIVE,1.241483276,1.227,2.195,27.25,0.0226,1847,6140,1.053,1.001
4706,8260198,K03888.01,,FALSE POSITIVE,0.955297055,1.193,1.7405,18.16,0.0168,1550,5319,0.734,0.694
4707,10733174,K03889.01,,FALSE POSITIVE,280.476576,0.974,32.24,3.16,0.8331,268,5869,0.892,0.98
4708,8564976,K03890.01,,CANDIDATE,152.8255989,0.409,22.688,34.85,0.676,734,4991,7.506,1.761
4709,8765560,K03891.01,,CANDIDATE,47.1096306,1.23,5.741,78.98,0.2648,751,5258,2.78,1.115
4710,11760860,K03892.01,Kepler-1525 b,CONFIRMED,2.41660149,0.035,1.9699,0.92,0.036,1343,5705,1.026,1.069
4711,3728432,K03893.01,Kepler-1526 b,CONFIRMED,3.90863457,0.111,1.7704,1.86,0.0418,787,4518,0.653,0.639
4712,5473535,K03894.01,,FALSE POSITIVE,1.673662758,1.186,2.3135,23.42,0.0285,1729,6444,1.053,1.094
4713,12106934,K03895.01,,FALSE POSITIVE,5.93717724,6.282,5.355,594.32,0.0643,1005,5780,1,1
4714,6222898,K03896.01,,FALSE POSITIVE,3.89043062,0.025,6.596,1.24,0.0454,1106,5646,0.896,0.825
4715,9161118,K03898.01,,FALSE POSITIVE,1.306723495,1.229,6.606,27.42,0.0202,1170,4651,0.657,0.644
4716,3556229,K03899.01,,FALSE POSITIVE,0.7967202,0.839,4.25304,56.89,0.0169,1964,5780,1,1
4717,11911580,K03900.01,,FALSE POSITIVE,359.102042,1.201,16.949,28.76,1.0368,290,6355,1.108,1.151
4718,9480535,K03901.01,Kepler-1527 b,CONFIRMED,160.130899,0.791,13.775,6.67,0.6276,450,6092,1.759,1.283
4719,10583225,K03902.01,,FALSE POSITIVE,2.69634575,0.54,3.785,1.46,0.0362,1287,5418,1.051,0.871
4720,5215251,K03903.01,,FALSE POSITIVE,2.553924603,1.258,9.835,32.67,0.0377,1352,5993,0.986,1.093
4721,5480736,K03904.01,,FALSE POSITIVE,8.56751264,1.182,5.449,23.05,0.0838,972,6212,1.054,1.06
4722,8487748,K03905.01,,FALSE POSITIVE,1.061934313,1.218,3.194,15.14,0.0167,1104,4304,0.566,0.552
4723,9892856,K03906.01,,FALSE POSITIVE,2.406574511,1.187,3.4382,26.22,0.0373,1481,6167,1.107,1.2
4724,7137213,K03907.01,,CANDIDATE,28.64338839,0.968,1.2246,5.82,0.1917,871,6507,1.767,1.145
4725,10363115,K03908.01,Kepler-1929 b,CONFIRMED,59.3627946,0.001,13.972,2.23,0.2987,566,5786,1.471,1.006
4726,5966810,K03909.01,,CANDIDATE,247.891041,0.002,18.363,4.74,0.833,367,6121,1.536,1.257
4727,10491062,K03910.01,,FALSE POSITIVE,2.199076661,1.22,6.11,21.72,0.0312,1179,5310,0.791,0.838
4728,9761615,K03911.01,Kepler-1528 b,CONFIRMED,1.79110997,0.028,2.0917,1.29,0.0296,1549,6040,0.999,1.07
4729,4058881,K03912.01,,FALSE POSITIVE,7.77241144,0.317,5.272,1.69,0.0793,938,6014,0.993,1.101
4730,10281221,K03913.01,,CANDIDATE,0.582895412,1.011,1.0528,5.87,0.014,2347,6263,1.009,1.068
4731,5471496,K03914.01,,FALSE POSITIVE,12.42618005,0.935,28.1949,3.48,0.0937,551,4624,0.684,0.71
4732,4544620,K03915.01,,FALSE POSITIVE,2.189090653,1.238,5.2094,23.25,0.0314,1185,5401,0.777,0.871
4733,5784777,K03916.01,Kepler-1529 b,CONFIRMED,5.33905606,0.02,1.6415,1.9,0.0525,817,5057,0.704,0.676
4734,11466960,K03917.01,,FALSE POSITIVE,0.695954898,0.103,1.469,2.58,0.0168,2740,6737,1.425,1.303
4735,3124420,K03918.01,,FALSE POSITIVE,0.948951607,0.959,4.3809,115.31,0.0189,1853,5780,1,1
4736,4649440,K03919.01,,FALSE POSITIVE,19.37070781,1.2,2.2466,108.54,0.1714,1180,5321,4.335,1.783
4737,2437488,K03920.01,,FALSE POSITIVE,14.46993942,1.027,7.455,85.84,0.1345,1713,4735,9.043,1.549
4738,10083623,K03921.01,,FALSE POSITIVE,1.278555003,0.979,1.4247,5.19,0.0223,1515,5636,0.827,0.899
4739,7024530,K03922.01,,FALSE POSITIVE,66.1539783,0.873,5.896,9.69,0.3283,468,6077,0.999,1.077
4740,5015459,K03923.01,,FALSE POSITIVE,158.3226379,1.323,2.1881,25.41,0.4719,211,4340,0.572,0.557
4741,1433980,K03924.01,,FALSE POSITIVE,1.592634161,0.877,8.9488,100.2,0.0292,2255,6574,1.768,1.317
4742,10788461,K03925.01,Kepler-1530 d,CONFIRMED,9.2075634,0.898,3.365,5.5,0.0865,972,5678,1.303,1.015
4743,10788461,K03925.02,Kepler-1530 b,CONFIRMED,2.5903958,0.725,2.088,2.55,0.0371,1484,5678,1.303,1.015
4744,10788461,K03925.03,Kepler-1530 c,CONFIRMED,5.3235335,0.804,2.714,2.69,0.06,1167,5678,1.303,1.015
4745,11667548,K03926.01,,FALSE POSITIVE,0.831741499,1.298,2.297,41.62,0.0185,2198,6343,1.14,1.213
4746,8868649,K03927.01,,FALSE POSITIVE,4.44737112,0.978,19.45,2.06,0.0501,1068,5472,0.981,0.846
4747,4242692,K03928.01,Kepler-1531 b,CONFIRMED,1.138548215,0.545,2.1482,1.45,0.022,2537,6520,1.713,1.094
4748,8781480,K03929.01,,FALSE POSITIVE,121.0598037,1.2,3.112,1680.99,0.5714,1792,3942,60.688,1.696
4749,11607176,K03930.01,,FALSE POSITIVE,3.28274272,0.967,8.9,1.85,0.0408,1136,5741,0.82,0.837
4750,10661718,K03931.01,,FALSE POSITIVE,1.231361934,0.972,5.433,2.93,0.0217,1839,6095,1.016,0.9
4751,6137681,K03932.01,,FALSE POSITIVE,356.535835,1.281,5.467,28.27,0.8736,220,5385,0.75,0.698
4752,11244682,K03933.01,Kepler-1699 b,CONFIRMED,3.490785878,0.116,1.4513,1.32,0.0418,1010,5496,0.725,0.81
4753,9655419,K03934.01,,FALSE POSITIVE,1.92149487,1.29,1.891,79.14,0.0359,2382,6831,2.247,1.675
4754,5895158,K03935.01,Kepler-1532 b,CONFIRMED,1.093665854,0.174,1.4399,1.29,0.0206,1681,5845,0.874,0.968
4755,4947556,K03936.01,,FALSE POSITIVE,141.608555,0.399,7.685,2.98,0.5029,290,5083,0.844,0.844
4756,4947556,K03936.02,Kepler-1930 b,CONFIRMED,13.0267964,0.93,0.785,2.08,0.1025,643,5083,0.844,0.844
4757,7362696,K03937.01,,FALSE POSITIVE,4.93129874,1.224,1.8626,21.42,0.0507,944,5457,0.779,0.712
4758,3865595,K03938.01,,FALSE POSITIVE,5.59187448,0.82,1.6782,104.18,0.0757,4793,3915,58.325,1.846
4759,9593528,K03939.01,,CANDIDATE,1.88665445,1.269,1.343,43.81,0.0299,1794,6296,1.249,1.005
4760,5195945,K03940.01,,FALSE POSITIVE,14.53682228,1.068,3.195,73.15,0.1094,1596,4946,5.855,0.824
4761,8552587,K03941.01,,FALSE POSITIVE,1.061935973,1.19,3.3177,24.17,0.0212,1961,6274,1.062,1.115
4762,6019872,K03942.01,,FALSE POSITIVE,1.485898163,1.173,2.446,14.96,0.0226,1272,5088,0.727,0.699
4763,7679812,K03943.01,Kepler-1931 b,CONFIRMED,38.5763483,0.015,19.861,2.05,0.2356,619,6167,1.221,1.174
4764,4864734,K03944.01,,FALSE POSITIVE,1.845610523,1.22,2.337,77.83,0.033,2502,5974,2.978,1.408
4765,3121340,K03945.01,,FALSE POSITIVE,0.723947772,1.148,2.125,52.16,0.0147,3192,5160,2.897,0.812
4766,8636434,K03946.01,Kepler-1533 b,CONFIRMED,308.544422,0.022,18.503,3.28,0.9625,330,6325,1.349,1.252
4767,5952366,K03947.01,,FALSE POSITIVE,0.905679492,1.272,2.1164,35.74,0.0184,1882,5780,1,1
4768,5952366,K03947.02,,FALSE POSITIVE,22.735911,0.665,42.435,5.07,0.1574,643,5780,1,1
4769,6045250,K03948.01,,FALSE POSITIVE,0.909310626,1.264,3.4411,48.79,0.0192,2130,6370,1.106,1.148
4770,5598595,K03949.01,,FALSE POSITIVE,0.648774274,0.078,2.643,1.08,0.013,1659,5026,0.729,0.701
4771,4544572,K03950.01,,FALSE POSITIVE,2.189092892,1.27,5.1128,33.45,0.0335,1446,6106,0.966,1.043
4772,5738634,K03951.01,,FALSE POSITIVE,2.40435335,0.746,4.07,3.05,0.0404,2454,6103,3.358,1.522
4773,10152836,K03952.01,,FALSE POSITIVE,220.9290121,0.826,7.335,5.24,0.7114,299,5893,0.941,0.981
4774,10651816,K03953.01,,FALSE POSITIVE,3.1877519,1.178,14.836,19.66,0.041,1141,5532,0.896,0.904
4775,8030339,K03954.01,,FALSE POSITIVE,0.65244373,0.133,1.471,2.17,0.0141,1969,5638,0.883,0.875
4776,8030339,K03954.02,Kepler-1534 b,CONFIRMED,5.71668787,0.616,1.97,1.92,0.0599,955,5638,0.883,0.875
4777,9899414,K03955.01,,FALSE POSITIVE,1.332564704,1.249,5.9775,30.04,0.0241,1692,6046,0.972,1.053
4778,5471059,K03956.01,,FALSE POSITIVE,2.636899795,1.519,0.9105,49.84,0.0362,1179,5524,0.847,0.908
4779,5471059,K03956.02,,FALSE POSITIVE,12.4249559,0.174,16.332,0.88,0.1017,703,5524,0.847,0.908
4780,7458309,K03957.01,,FALSE POSITIVE,0.660629055,1.173,5.894,17.38,0.0145,2032,6024,0.849,0.934
4781,7777372,K03958.01,,FALSE POSITIVE,0.885123683,0.708,3.3865,1.14,0.0181,1961,5979,0.998,0.999
4782,9282769,K03959.01,,FALSE POSITIVE,1.332567005,1.185,6.3373,27.36,0.0241,2007,6388,1.223,1.045
4783,7777416,K03960.01,,FALSE POSITIVE,2.54557259,0.038,5.636,1.97,0.036,1234,5718,0.863,0.96
4784,7597005,K03961.01,,FALSE POSITIVE,0.704541784,0.415,1.0726,1.72,0.0161,2121,6063,1.012,1.117
4785,5479717,K03962.01,,FALSE POSITIVE,0.697996932,1.244,4.3323,28.06,0.0141,1604,5176,0.695,0.768
4786,3764714,K03963.01,,FALSE POSITIVE,6.63449721,1.246,22.982,85.25,0.078,1719,6487,2.817,1.439
4787,9957351,K03964.01,,FALSE POSITIVE,0.991105114,0.623,2.2137,36.87,0.0162,1257,4769,0.578,0.574
4788,5385575,K03965.01,,FALSE POSITIVE,12.42558039,1.222,57.2012,21.34,0.0961,563,4594,0.743,0.765
4789,3732035,K03966.01,Kepler-1535 b,CONFIRMED,138.944022,0.195,10.611,2.57,0.5329,384,6014,1.115,1.044
4790,5385697,K03967.01,,FALSE POSITIVE,12.4260454,0.967,27.7691,2.64,0.1015,706,5645,0.817,0.908
4791,5385697,K03967.02,,FALSE POSITIVE,12.4260002,0.971,30.1966,2.39,0.1015,706,5645,0.817,0.908
4792,8823833,K03968.01,,FALSE POSITIVE,1.50650136,0.556,3.1126,0.8,0.0238,1562,5607,0.948,0.788
4793,5475494,K03969.01,,FALSE POSITIVE,0.73619448,0.689,1.1148,1.84,0.0167,2268,6355,1.09,1.134
4794,9412445,K03970.01,,FALSE POSITIVE,10.18670759,0.677,7.498,0.95,0.0756,477,3995,0.555,0.556
4795,6057684,K03972.01,,FALSE POSITIVE,0.54028956,1.181,3.619,21.45,0.0134,2279,5997,0.993,1.093
4796,11568224,K03973.01,,FALSE POSITIVE,0.882131829,0.968,6.8106,8.13,0.0175,1963,6168,0.911,0.919
4797,7938883,K03974.01,,FALSE POSITIVE,0.489682339,0.441,1.7495,37.47,0.01,1251,3898,0.53,0.556
4798,9280239,K03975.01,Kepler-1536 b,CONFIRMED,364.751562,0.875,13.057,2.89,0.8507,166,4386,0.63,0.616
4799,4544571,K03976.01,,FALSE POSITIVE,2.189098506,1.258,5.1498,29.7,0.0325,1288,5681,0.859,0.957
4800,3245661,K03977.01,,FALSE POSITIVE,0.7088055,1.238,3.6789,41.08,0.0153,2035,5989,0.908,0.95
4801,10090219,K03978.01,,FALSE POSITIVE,2.28612573,1.188,12.408,22.63,0.0353,1433,6063,1.012,1.117
4802,9899217,K03979.01,,FALSE POSITIVE,1.33254971,0.741,4.69,1.36,0.0233,1782,6150,1.004,0.946
4803,6750902,K03980.01,,CANDIDATE,0.469334634,0.95,0.8864,2.4,0.0115,2432,5888,1.008,0.918
4804,5895588,K03981.01,,FALSE POSITIVE,0.849277809,1.187,3.137,20.11,0.0173,1781,5743,0.853,0.949
4805,5303557,K03982.01,,FALSE POSITIVE,2.399081606,1.276,4.384,40.6,0.0351,1360,5780,1,1
4806,10227863,K03983.01,,FALSE POSITIVE,5.14072621,1.159,27.24,19.28,0.0575,1076,5751,1.035,0.956
4807,8036287,K03984.01,Kepler-1537 b,CONFIRMED,1.44445234,0.162,0.9753,2.03,0.0245,1800,5305,1.449,0.939
